127.0.0.1 - - [01/Aug/2023:16:02:56 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [01/Aug/2023:16:02:57 +0530] "GET /candidateEvaluationApplication/ HTTP/1.1" 404 786
0:0:0:0:0:0:0:1 - - [01/Aug/2023:16:02:58 +0530] "GET /favicon.ico HTTP/1.1" 404 762
0:0:0:0:0:0:0:1 - - [01/Aug/2023:16:03:10 +0530] "GET /candidateEvaluationApplication/candEvalApp/ HTTP/1.1" 200 1489
0:0:0:0:0:0:0:1 - - [01/Aug/2023:16:03:12 +0530] "GET /candidateEvaluationApplication/candEvalApp/ HTTP/1.1" 200 1533
0:0:0:0:0:0:0:1 - - [01/Aug/2023:16:03:13 +0530] "GET /candidateEvaluationApplication/candEvalApp/resources/css/main.css HTTP/1.1" 200 1116
0:0:0:0:0:0:0:1 - - [01/Aug/2023:16:03:13 +0530] "GET /candidateEvaluationApplication/candEvalApp/resources/css/bootstrap-icons.css HTTP/1.1" 200 93734
0:0:0:0:0:0:0:1 - - [01/Aug/2023:16:03:13 +0530] "GET /candidateEvaluationApplication/candEvalApp/resources/css/bootstrap.min.css HTTP/1.1" 200 232691
0:0:0:0:0:0:0:1 - - [01/Aug/2023:16:03:13 +0530] "GET /candidateEvaluationApplication/candEvalApp/resources/images/logo/favicon.ico;jsessionid=6CA2733F1FF4585F510298B3EC9E0DE9 HTTP/1.1" 200 270
0:0:0:0:0:0:0:1 - - [01/Aug/2023:16:03:15 +0530] "GET /candidateEvaluationApplication/candEvalApp/resources/images/logo/happy-employees.jpg HTTP/1.1" 200 7369501
0:0:0:0:0:0:0:1 - - [01/Aug/2023:16:03:24 +0530] "POST /candidateEvaluationApplication/candEvalApp/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Aug/2023:16:03:24 +0530] "GET /candidateEvaluationApplication/candEvalApp/candidate/candidate-list HTTP/1.1" 200 13142
0:0:0:0:0:0:0:1 - - [01/Aug/2023:16:03:29 +0530] "GET /candidateEvaluationApplication/candEvalApp/candidate/candidate-list HTTP/1.1" 200 13142
0:0:0:0:0:0:0:1 - - [01/Aug/2023:16:03:39 +0530] "GET /candidateEvaluationApplication/candEvalApp/candidate/candidate-form HTTP/1.1" 200 6368
0:0:0:0:0:0:0:1 - - [01/Aug/2023:16:05:04 +0530] "POST /candidateEvaluationApplication/candEvalApp/candidate/candidate-save HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Aug/2023:16:05:04 +0530] "GET /candidateEvaluationApplication/candEvalApp/candidate/candidate-list HTTP/1.1" 200 14142
0:0:0:0:0:0:0:1 - - [01/Aug/2023:16:05:09 +0530] "GET /candidateEvaluationApplication/candEvalApp/candidate/candidate-details/10 HTTP/1.1" 200 5674
0:0:0:0:0:0:0:1 - - [01/Aug/2023:16:05:11 +0530] "GET /candidateEvaluationApplication/candEvalApp/candidate/candidate-list HTTP/1.1" 200 14142
0:0:0:0:0:0:0:1 - - [01/Aug/2023:16:05:15 +0530] "GET /candidateEvaluationApplication/candEvalApp/candidate/candidate-update-form/8 HTTP/1.1" 200 6667
0:0:0:0:0:0:0:1 - - [01/Aug/2023:16:05:33 +0530] "POST /candidateEvaluationApplication/candEvalApp/candidate/candidate-update-form/8/update-save HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Aug/2023:16:05:33 +0530] "GET /candidateEvaluationApplication/candEvalApp/candidate/candidate-list HTTP/1.1" 200 14142
0:0:0:0:0:0:0:1 - - [01/Aug/2023:16:06:07 +0530] "GET /candidateEvaluationApplication/candEvalApp/candidate/candidate-details/1 HTTP/1.1" 200 5794
0:0:0:0:0:0:0:1 - - [01/Aug/2023:16:06:12 +0530] "GET /candidateEvaluationApplication/candEvalApp/candidate/candidate-details/4 HTTP/1.1" 200 5667
0:0:0:0:0:0:0:1 - - [01/Aug/2023:16:06:14 +0530] "GET /candidateEvaluationApplication/candEvalApp/feedback/feedback-form/4? HTTP/1.1" 200 6124
0:0:0:0:0:0:0:1 - - [01/Aug/2023:16:06:34 +0530] "POST /candidateEvaluationApplication/candEvalApp/feedback/feedback-save HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Aug/2023:16:06:34 +0530] "GET /candidateEvaluationApplication/candEvalApp/candidate/candidate-details/4 HTTP/1.1" 200 5833
0:0:0:0:0:0:0:1 - - [01/Aug/2023:16:06:40 +0530] "GET /candidateEvaluationApplication/candEvalApp/resources/resume/Rahul%20Sharma_4.pdf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Aug/2023:16:06:45 +0530] "GET /candidateEvaluationApplication/candEvalApp/resources/resume/Rahul%20Sharma_4.pdf HTTP/1.1" 200 98553
0:0:0:0:0:0:0:1 - - [01/Aug/2023:16:06:51 +0530] "GET /candidateEvaluationApplication/candEvalApp/feedback/feedback-form/4? HTTP/1.1" 200 6056
0:0:0:0:0:0:0:1 - - [01/Aug/2023:16:07:14 +0530] "POST /candidateEvaluationApplication/candEvalApp/feedback/feedback-save HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Aug/2023:16:07:14 +0530] "GET /candidateEvaluationApplication/candEvalApp/candidate/candidate-details/4 HTTP/1.1" 200 6085
0:0:0:0:0:0:0:1 - - [01/Aug/2023:16:07:16 +0530] "GET /candidateEvaluationApplication/candEvalApp/feedback/feedback-form/4? HTTP/1.1" 200 5988
